window,start_idx,cost,feasibility,mass_estimate,min_info_eig,max_info_eig,extraction_status,information_forgetting_factor,arrival_prior_diag_0,arrival_prior_diag_1,arrival_prior_diag_2,arrival_prior_diag_3,arrival_prior_diag_4,arrival_prior_diag_5,arrival_prior_diag_6,arrival_prior_diag_7,arrival_prior_diag_8,arrival_prior_diag_9,marginal_hessian_diag_0,marginal_hessian_diag_1,marginal_hessian_diag_2,marginal_hessian_diag_3,marginal_hessian_diag_4,marginal_hessian_diag_5,marginal_hessian_diag_6,marginal_hessian_diag_7,marginal_hessian_diag_8,marginal_hessian_diag_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
0,10000,52024.8771304,0,12.4915054621,16000.3419259,18773506.5432,dropped_horizon_backward,1,656000,16000,16000,16000,16000,16000,16000,16000,16000,16000,4013215.79066,16081.3337766,16015.836272,16003.2031066,18606.6494069,16475.6835637,16478.1567533,10016358.9964,18749367.1282,64218.8057009,1.26252442513,-2.16897935149,-3.01014986669,-3.40564230193,-0.0106870066292,-0.00485124132464,-0.00473304549575,0.0394983069874,0.0189312316629,0.117408010647
1,10100,26110.7122209,0,13.3000711423,16001.5113107,40911505.4597,dropped_horizon_backward,1,4013215.79066,16081.3337766,16015.836272,16003.2031066,18606.6494069,16475.6835637,16478.1567533,10016358.9964,18749367.1282,64218.8057009,7750798.54286,16178.2573455,16031.0392365,16006.7644565,20256.6207274,23627.3719932,18615.6186983,21433268.5703,40843564.5133,121023.408836,1.29388469213,-2.16509327999,-3.0076094256,-3.40420300916,-0.0131839578154,-0.0212997312831,0.00497865446208,0.0315391510238,0.0167399498626,0.0401787965599
2,10200,25187.2035209,0,13.4382506645,16003.0814791,63131629.6329,dropped_horizon_backward,1,7750798.54286,16178.2573455,16031.0392365,16006.7644565,20256.6207274,23627.3719932,18615.6186983,21433268.5703,40843564.5133,121023.408836,11018917.1101,16271.8548706,16047.8164422,16010.8383282,22293.1550168,34805.2130378,23060.6026595,31981455.9141,63042655.6869,170322.52314,1.29905258387,-2.16301851246,-3.00768589688,-3.40339438861,-0.0252595378681,-0.0537153374713,0.0448619261851,0.0302584879018,0.0176311875724,0.0632370189044
3,10300,20872.3183395,0,13.5975905908,16005.979719,83567353.8778,dropped_horizon_backward,1,11018917.1101,16271.8548706,16047.8164422,16010.8383282,22293.1550168,34805.2130378,23060.6026595,31981455.9141,63042655.6869,170322.52314,14536743.5062,16375.1891282,16061.3110874,16014.9361399,23843.1736215,41995.809345,27105.2327539,42656781.3643,83485804.062,198447.411582,1.3049463073,-2.1650912603,-3.00936775053,-3.4032787599,-0.0258942892383,-0.0483791487126,0.0441979381577,0.0300965310486,0.0176003391172,0.0890722178628
4,10400,22132.1797294,0,13.7035251866,16007.8169083,104942059.286,dropped_horizon_backward,1,14536743.5062,16375.1891282,16061.3110874,16014.9361399,23843.1736215,41995.809345,27105.2327539,42656781.3643,83485804.062,198447.411582,18275878.628,16481.778118,16069.1561405,16017.8937805,25267.1408663,49880.1687226,32133.5494965,53943173.2401,104870969.36,229077.965116,1.30882655631,-2.15894398975,-3.00747906678,-3.40149809183,-0.0210437741908,-0.0659974976756,0.0600904885059,0.0289836016674,0.0167071824552,0.0604790574486
5,10500,22018.2217694,0,13.734286313,16011.96794,127228890.031,dropped_horizon_backward,1,18275878.628,16481.778118,16069.1561405,16017.8937805,25267.1408663,49880.1687226,32133.5494965,53943173.2401,104870969.36,229077.965116,21621105.6864,16602.6698253,16084.6731688,16022.5270626,26908.3022656,62966.2189694,37826.0809939,64959820.9265,127135351.962,300681.66824,1.3099476785,-2.15778656076,-3.00801577868,-3.39948461588,-0.0143867084002,-0.0470276978282,0.0745194183756,0.028533410584,0.0166562445413,0.0673714729612
6,10600,20356.5392412,0,13.7714525488,16014.1788464,148038996.255,dropped_horizon_backward,1,21621105.6864,16602.6698253,16084.6731688,16022.5270626,26908.3022656,62966.2189694,37826.0809939,64959820.9265,127135351.962,300681.66824,25149313.7916,16674.8853742,16102.0131791,16027.1217311,28523.1020936,73870.9466872,42482.762462,75823604.1771,147921421.877,350185.282614,1.31129889683,-2.15852234244,-3.00886588391,-3.39929405494,-0.0138567378327,-0.0379662250097,0.0736942735006,0.0288381200004,0.0168223873415,0.0793974234143
7,10700,22384.5979402,0,13.8323570385,16015.616085,170712507.504,dropped_horizon_backward,1,25149313.7916,16674.8853742,16102.0131791,16027.1217311,28523.1020936,73870.9466872,42482.762462,75823604.1771,147921421.877,350185.282614,28978884.6749,16757.1534318,16117.258096,16030.9080148,29846.073895,83355.8431769,46344.0055917,87562013.9259,170573771.057,405463.431796,1.31350528027,-2.15708115042,-3.00717604199,-3.39811974673,-0.00527183441428,-0.0467882537532,0.076572707896,0.0281172969448,0.0166077153297,0.0627811797771
8,10800,24658.9969798,0,13.8256512307,16018.6185073,193541976.09,dropped_horizon_backward,1,28978884.6749,16757.1534318,16117.258096,16030.9080148,29846.073895,83355.8431769,46344.0055917,87562013.9259,170573771.057,405463.431796,32324370.126,16835.260604,16136.3527069,16036.5926027,31709.8883797,98242.5409238,52610.5119097,98348035.7814,193396355.742,458835.976003,1.3132628258,-2.15680990724,-3.0080118083,-3.3972188785,-0.00334968717502,-0.0528377288772,0.09356187769,0.0280275777212,0.0169089306732,0.0697539443736
9,10900,19925.0956692,0,13.8574225118,16022.3702061,214751037.602,dropped_horizon_backward,1,32324370.126,16835.260604,16136.3527069,16036.5926027,31709.8883797,98242.5409238,52610.5119097,98348035.7814,193396355.742,458835.976003,35920462.5145,16929.6633053,16153.0701526,16041.3158959,33326.240736,107904.088469,58770.4454568,109325119.684,214601704.758,485528.920021,1.31441050525,-2.15869420052,-3.00983491496,-3.39693513028,-0.00943937182961,-0.0477708529719,0.0910459277994,0.0281153262252,0.0169936194798,0.0813263601603
10,11000,20721.9818203,0,13.8848149114,16024.4799397,236408413.809,dropped_horizon_backward,1,35920462.5145,16929.6633053,16153.0701526,16041.3158959,33326.240736,107904.088469,58770.4454568,109325119.684,214601704.758,485528.920021,39711961.6046,17021.4274683,16161.1823228,16044.4466407,34540.2440026,116302.853427,64901.4759732,120754933.145,236247922.911,513103.097575,1.31539789528,-2.15579152533,-3.00800233271,-3.39546412989,0.00380098584993,-0.0573568658816,0.0984332926565,0.027729976974,0.016622443505,0.0684006560747
11,11100,21738.4282211,0,13.8836369223,16029.1584943,258919344.064,dropped_horizon_backward,1,39711961.6046,17021.4274683,16161.1823228,16044.4466407,34540.2440026,116302.853427,64901.4759732,120754933.145,236247922.911,513103.097575,43079629.0927,17122.8983252,16177.9805407,16049.8479616,36201.1864963,130875.580261,71339.4785425,131894923.71,258729453.67,586948.972442,1.31535547343,-2.15730244817,-3.00808479707,-3.39296982115,0.0047969136951,-0.0479046269948,0.101908576599,0.0276140910108,0.0166119855206,0.0697927696445
12,11200,20126.137429,0,13.8934469323,16031.5221917,280060853.409,dropped_horizon_backward,1,43079629.0927,17122.8983252,16177.9805407,16049.8479616,36201.1864963,130875.580261,71339.4785425,131894923.71,258729453.67,586948.972442,46640087.1242,17185.7815255,16196.3757815,16054.7366297,37822.9539846,143041.456233,76483.3562083,142904742.166,279846639.734,634555.210677,1.31570864263,-2.15815634752,-3.00880828252,-3.39272504665,0.0025180249323,-0.0423467714307,0.100333528739,0.0278266427245,0.0166865235347,0.0756888768059
13,11300,22674.8191345,0,13.9198009731,16033.0695138,302935499.721,dropped_horizon_backward,1,46640087.1242,17185.7815255,16196.3757815,16054.7366297,37822.9539846,143041.456233,76483.3562083,142904742.166,279846639.734,634555.210677,50503473.7231,17256.2093061,16212.5764797,16058.8053859,39108.0582352,152879.991024,80906.4564855,154738418.873,302702953.049,689970.344273,1.31665617845,-2.15758241796,-3.00717717858,-3.39143198223,0.01044917758,-0.0473581598768,0.101124776054,0.0274806835055,0.0165807622258,0.0662947763763
14,11400,24911.6385429,0,13.9073835361,16036.2587149,325880610.266,dropped_horizon_backward,1,50503473.7231,17256.2093061,16212.5764797,16058.8053859,39108.0582352,152879.991024,80906.4564855,154738418.873,302702953.049,689970.344273,53863906.6937,17316.4282619,16232.9858648,16064.8343077,40932.71767,168272.667117,86666.5641471,165591254.269,325646176.78,741446.379219,1.31620994438,-2.15844417215,-3.00810593479,-3.39053353036,0.0104337187671,-0.0514149358653,0.108430305989,0.02750553682,0.0167633816452,0.0702591456212
15,11500,20225.8128219,0,13.9214576661,16039.966529,347331770.803,dropped_horizon_backward,1,53863906.6937,17316.4282619,16232.9858648,16064.8343077,40932.71767,168272.667117,86666.5641471,165591254.269,325646176.78,741446.379219,57470867.4778,17397.6350461,16252.9137968,16069.9990434,42709.2248531,179023.142514,92731.6963637,176664080.682,347092650.736,767621.587266,1.31671568341,-2.15984569347,-3.00967151314,-3.39003476467,0.00424519752203,-0.04802813126,0.106139156071,0.0276483340657,0.0168221977131,0.0767940620455
16,11600,21079.2242975,0,13.9352656095,16042.0392245,369186394.278,dropped_horizon_backward,1,57470867.4778,17397.6350461,16252.9137968,16069.9990434,42709.2248531,179023.142514,92731.6963637,176664080.682,347092650.736,767621.587266,61284205.7333,17483.7670782,16261.6568665,16073.4538418,44021.9228226,188370.586184,99644.7743453,188171754.631,368930256.38,796515.721059,1.31721136068,-2.15821140648,-3.00790180344,-3.38852778338,0.0168364417983,-0.0551422326624,0.11000851128,0.0273876767509,0.0165731859108,0.0681592134026
17,11700,21184.1168612,0,13.9325228725,16046.1707217,391741070.127,dropped_horizon_backward,1,61284205.7333,17483.7670782,16261.6568665,16073.4538418,44021.9228226,188370.586184,99644.7743453,188171754.631,368930256.38,796515.721059,64660337.5306,17577.9122178,16279.3308384,16079.3697775,45820.7628001,203641.530408,106586.375675,199302050.411,391452996.636,869560.828645,1.31711294106,-2.15983225449,-3.00815642022,-3.38603269387,0.0160823727171,-0.0483521202653,0.113322729029,0.0273511803689,0.0165768811799,0.0700607279344
18,11800,20028.8644605,0,13.9361760521,16048.6201978,413021753.063,dropped_horizon_backward,1,64660337.5306,17577.9122178,16279.3308384,16079.3697775,45820.7628001,203641.530408,106586.375675,199302050.411,391452996.636,869560.828645,68233164.0647,17634.3188916,16299.1774826,16084.602371,47561.7439716,216587.552867,111958.623802,210360129.045,412709141.894,918372.357658,1.31724402646,-2.16056416322,-3.008939282,-3.385821798,0.0128436867498,-0.0439591871625,0.112448519564,0.0275013687053,0.0166399433649,0.0745250238557
19,11900,22076.6737066,0,13.9510750248,16050.0999994,435956363.951,dropped_horizon_backward,1,68233164.0647,17634.3188916,16299.1774826,16084.602371,47561.7439716,216587.552867,111958.623802,210360129.045,412709141.894,918372.357658,72097928.2003,17697.2089852,16316.3651825,16088.8441963,48842.4420152,226879.219433,116634.910151,222195050.268,435626257.297,974476.759365,1.31777828401,-2.16046194995,-3.00736129162,-3.38458688046,0.018796687989,-0.0471656076733,0.111812571793,0.0272695607248,0.0165703818574,0.0680228266215
20,12000,24705.8500259,0,13.9448403786,16053.1636063,459036609.281,dropped_horizon_backward,1,72097928.2003,17697.2089852,16316.3651825,16088.8441963,48842.4420152,226879.219433,116634.910151,222195050.268,435626257.297,974476.759365,75471258.3621,17756.4321506,16337.2374282,16095.3647432,50757.3857792,242695.853133,123085.658667,233088156.305,458706244.897,1025307.17221,1.31755478726,-2.16150171031,-3.00839404534,-3.38364313888,0.0190794814965,-0.0488939537003,0.118275386268,0.0272787644498,0.0167061600205,0.0712975691977
21,12100,20246.6150084,0,13.9536747899,16056.5071659,480578780.893,dropped_horizon_backward,1,75471258.3621,17756.4321506,16337.2374282,16095.3647432,50757.3857792,242695.853133,123085.658667,233088156.305,458706244.897,1025307.17221,79090571.0024,17832.7785457,16357.7754229,16100.4478645,52672.1249757,254260.609993,129489.558181,244207456.453,480243359.186,1051303.5849,1.31787144969,-2.16255886757,-3.00995770274,-3.38320653628,0.0128680517353,-0.0462999278101,0.116356695991,0.0273972153581,0.016758386568,0.0763482240834
22,12200,21363.3549996,0,13.9627109372,16058.4839394,502443273.684,dropped_horizon_backward,1,79090571.0024,17832.7785457,16357.7754229,16100.4478645,52672.1249757,254260.609993,129489.558181,244207456.453,480243359.186,1051303.5849,82898309.9037,17908.7061435,16367.2502404,16104.0094502,54034.7712195,263579.943524,136368.712265,255708545.46,502088822.547,1080527.87167,1.31819513585,-2.161686733,-3.00846718429,-3.38182617914,0.0233027795109,-0.051502186093,0.119183256593,0.0272350448848,0.0165921915685,0.0704830067142
23,12300,21652.8969615,0,13.9591582316,16062.3208984,524944277.781,dropped_horizon_backward,1,82898309.9037,17908.7061435,16367.2502404,16104.0094502,54034.7712195,263579.943524,136368.712265,255708545.46,502088822.547,1080527.87167,86275677.3494,17995.2248195,16384.0059046,16110.0753053,55836.7130833,278629.398445,143637.05238,266824915.452,524556388.741,1150708.22149,1.31806789846,-2.16324544242,-3.00892962223,-3.37939424081,0.0218569279491,-0.0460631010475,0.122182079807,0.0272211430951,0.0166064989505,0.0729396620556
24,12400,19597.7793544,0,13.9610253552,16064.8058797,546268304.9,dropped_horizon_backward,1,86275677.3494,17995.2248195,16384.0059046,16110.0753053,55836.7130833,278629.398445,143637.05238,266824915.452,524556388.741,1150708.22149,89859860.4191,18046.9094191,16404.4151798,16115.7883542,57582.5101603,292025.719247,149099.214204,277926696.706,545856256.624,1199317.94966,1.31813477207,-2.16380186529,-3.00960716881,-3.37921516061,0.018486746817,-0.0424329697033,0.120977295975,0.0273599556565,0.0166588706784,0.0762835847025
25,12500,21680.6415462,0,13.9726187366,16066.3035419,569175714.792,dropped_horizon_backward,1,89859860.4191,18046.9094191,16404.4151798,16115.7883542,57582.5101603,292025.719247,149099.214204,277926696.706,545856256.624,1199317.94966,93736570.6382,18107.2713562,16422.166825,16120.2540314,58917.0563501,302653.457202,154256.929528,289776072.519,568746618.21,1255021.63325,1.318549805,-2.16381619513,-3.00786380725,-3.37789424943,0.0239162987059,-0.0456373654946,0.119797664574,0.027179510462,0.0165974533259,0.0705810248081
26,12600,24035.8139152,0,13.967351079,16069.127941,592331469.102,dropped_horizon_backward,1,93736570.6382,18107.2713562,16422.166825,16120.2540314,58917.0563501,302653.457202,154256.929528,289776072.519,568746618.21,1255021.63325,97110737.6365,18162.3810138,16443.4140924,16127.2750862,60769.3756042,318894.054851,160866.761949,300695479.808,591902470.304,1307026.45743,1.31836127017,-2.16489096472,-3.00889848871,-3.37694324284,0.0236031908197,-0.0471276338917,0.12470861768,0.0271632329673,0.0166965955598,0.0729138096959
27,12700,19226.6679196,0,13.9731741737,16072.3469086,613873373.035,dropped_horizon_backward,1,97110737.6365,18162.3810138,16443.4140924,16127.2750862,60769.3756042,318894.054851,160866.761949,300695479.808,591902470.304,1307026.45743,100724866.842,18236.3288305,16464.5203053,16132.6956904,62724.3577033,330443.760844,167489.714931,311810730.044,613439169.636,1333720.9886,1.31856968052,-2.16569679442,-3.01040618443,-3.37650166491,0.0177559964308,-0.0452432999795,0.122924552647,0.0272654091241,0.0167398343324,0.0768289253198
28,12800,20449.7898622,0,13.9789584423,16074.2903861,635752871.753,dropped_horizon_backward,1,100724866.842,18236.3288305,16464.5203053,16132.6956904,62724.3577033,330443.760844,167489.714931,311810730.044,613439169.636,1333720.9886,104544715.882,18311.3021185,16474.1211935,16136.5644743,64149.8582266,340362.535647,174864.059739,323342072.354,635298880.356,1362149.39718,1.31877661531,-2.16512307864,-3.00885627725,-3.37512296574,0.0268989772614,-0.0497923431302,0.124240124993,0.0271479281535,0.0166024115188,0.0718657728484
29,12900,21600.6593923,0,13.9747690197,16077.743038,658326058.926,dropped_horizon_backward,1,104544715.882,18311.3021185,16474.1211935,16136.5644743,64149.8582266,340362.535647,174864.059739,323342072.354,635298880.356,1362149.39718,107922976.571,18395.4935945,16492.0169507,16143.2152459,66070.523607,357492.304629,182438.64707,334483439.477,657837720.79,1439142.59407,1.3186267454,-2.16668810719,-3.00884096698,-3.37225898411,0.0253246567859,-0.0462360734511,0.125519910471,0.0271076880325,0.016593220928,0.0724460886802
30,13000,20368.123335,0,13.97575592,16079.8662146,679743011.203,dropped_horizon_backward,1,107922976.571,18395.4935945,16492.0169507,16143.2152459,66070.523607,357492.304629,182438.64707,334483439.477,657837720.79,1439142.59407,111527083.994,18442.9150884,16512.2629613,16148.7819111,67785.2907398,370433.56588,187702.649501,345639915.779,679230965.6,1484952.08857,1.31866205423,-2.16705528555,-3.00939644051,-3.3720276953,0.0224789557681,-0.0437159423395,0.124355297507,0.0272185128178,0.0166222741671,0.0748592471381
31,13100,22378.1505969,0,13.984353884,16081.1938291,702643274.392,dropped_horizon_backward,1,111527083.994,18442.9150884,16512.2629613,16148.7819111,67785.2907398,370433.56588,187702.649501,345639915.779,679230965.6,1484952.08857,115390317.711,18501.5303416,16530.4987557,16153.5335007,69219.1784397,382431.63577,193204.734427,357485067.394,702112965.564,1544174.43237,1.31896956247,-2.16720902753,-3.00784856091,-3.37068055025,0.0270129353055,-0.0460167480032,0.123641781871,0.0270921497366,0.0165724591021,0.0705530708217
32,13200,24836.9350648,0,13.9790457152,16083.6141194,725793727.338,dropped_horizon_backward,1,115390317.711,18501.5303416,16530.4987557,16153.5335007,69219.1784397,382431.63577,193204.734427,357485067.394,702112965.564,1544174.43237,118770594.817,18550.2548447,16552.0875825,16160.7424852,71051.9993626,398853.502934,199159.278652,368398790.811,725265560.983,1597761.48957,1.31877973688,-2.16823340983,-3.00857064641,-3.36948168007,0.0269082500548,-0.0482960153038,0.126605627282,0.0270982553943,0.0166353842527,0.0715546702822
33,13300,19560.815289,0,13.9808769085,16086.1838043,747490608.538,dropped_horizon_backward,1,118770594.817,18550.2548447,16552.0875825,16160.7424852,71051.9993626,398853.502934,199159.278652,368398790.811,725265560.983,1597761.48957,122411302.717,18619.3497024,16573.6021331,16166.2950292,72959.9266192,410718.216234,205460.103976,379595153.208,746956829.506,1624860.11859,1.31884523038,-2.16883794163,-3.00994663283,-3.36903077793,0.0215501641345,-0.0469511871955,0.124793412972,0.0271967829219,0.0166683477318,0.0746049228808
34,13400,20837.0527299,0,13.9856527618,16087.8208002,769406318.591,dropped_horizon_backward,1,122411302.717,18619.3497024,16573.6021331,16166.2950292,72959.9266192,410718.216234,205460.103976,379595153.208,746956829.506,1624860.11859,126221920.974,18694.8949979,16583.2032185,16170.1544991,74468.1322678,421247.035231,213288.638255,391127785.813,768851678.547,1654306.28526,1.31901600071,-2.16848125984,-3.00844003747,-3.36753353187,0.0301513285483,-0.051231593945,0.125808494827,0.0270940111082,0.0165485482918,0.0701152500245
35,13500,21675.4799737,0,13.9828377627,16090.5878561,792081909.334,dropped_horizon_backward,1,126221920.974,18694.8949979,16583.2032185,16170.1544991,74468.1322678,421247.035231,213288.638255,391127785.813,768851678.547,1654306.28526,129620475.813,18772.8551798,16601.1135087,16176.6711116,76435.188342,437490.970522,220491.008499,402329631.186,791493457.742,1725542.97573,1.31891535176,-2.16998432618,-3.00861513787,-3.36481702212,0.0277966787013,-0.0482009784597,0.126889692704,0.0270832751221,0.0165487004539,0.0709380199116
36,13600,20189.0834214,0,13.9838453367,16092.4203542,813575912.022,dropped_horizon_backward,1,129620475.813,18772.8551798,16601.1135087,16176.6711116,76435.188342,437490.970522,220491.008499,402329631.186,791493457.742,1725542.97573,133225828.988,18819.4401606,16622.6928252,16182.8322464,78289.9922253,451154.715635,225835.027356,413512138.094,812963609.532,1772247.65527,1.31895137942,-2.1702560994,-3.0090785054,-3.36458567851,0.0253939394676,-0.0457045326663,0.126086871782,0.0271871069088,0.0165794546328,0.0731532972774
37,13700,21387.1948077,0,13.9910560477,16093.5955049,836512916.095,dropped_horizon_backward,1,133225828.988,18819.4401606,16622.6928252,16182.8322464,78289.9922253,451154.715635,225835.027356,413512138.094,812963609.532,1772247.65527,137100052.072,18877.9057003,16642.3521449,16187.9128257,79778.7250803,463690.366613,231676.42727,425361209.559,835883354.018,1831771.02469,1.31920913586,-2.17040026884,-3.00746124747,-3.36320020081,0.0300839284426,-0.0480009121001,0.125596272138,0.0270782589699,0.0165361333643,0.0692804277611
38,13800,23921.747163,0,13.9871586361,16095.6598638,859820553.224,dropped_horizon_backward,1,137100052.072,18877.9057003,16642.3521449,16187.9128257,79778.7250803,463690.366613,231676.42727,425361209.559,835883354.018,1831771.02469,140487574.941,18931.5841463,16663.7814964,16195.3644426,81734.576813,481122.245058,238711.298075,436319362.624,859193073.964,1883576.47859,1.31906983421,-2.17152643078,-3.0086336486,-3.3623950108,0.0286847860409,-0.0485579033201,0.129013839489,0.0270760829152,0.0166127969138,0.0713419717788
39,13900,19192.0584772,0,13.9899597701,16098.0458971,881519079.714,dropped_horizon_backward,1,140487574.941,18931.5841463,16663.7814964,16195.3644426,81734.576813,481122.245058,238711.298075,436319362.624,859193073.964,1883576.47859,144114409.945,19002.2052328,16685.6707478,16200.9695072,83812.310374,493428.046223,245491.238475,447496420.468,880886851.926,1909798.16269,1.31916995653,-2.17204335711,-3.01001762748,-3.3620077551,0.0241091624497,-0.0470939810864,0.127991014179,0.0271657948536,0.016646299933,0.0742005050494
40,14000,20746.4388202,0,13.9937586656,16099.5750857,903421266.276,dropped_horizon_backward,1,144114409.945,19002.2052328,16685.6707478,16200.9695072,83812.310374,493428.046223,245491.238475,447496420.468,880886851.926,1909798.16269,147923024.519,19070.8357401,16695.6181224,16204.8640161,85290.4553564,503684.072496,253001.96804,458998240.21,902767260.568,1939206.2199,1.31930571031,-2.17193581566,-3.00882806183,-3.36065753254,0.0309709107312,-0.0504325582898,0.128834698525,0.0270871806081,0.0165537764124,0.0708585711011
41,14100,21636.1572472,0,13.9917853225,16102.0485349,926083294.012,dropped_horizon_backward,1,147923024.519,19070.8357401,16695.6181224,16204.8640161,85290.4553564,503684.072496,253001.96804,458998240.21,902767260.568,1939206.2199,151318059.742,19146.3155796,16712.7165141,16211.5313097,87229.3200744,519084.746273,260250.240806,470179301.423,925395677.61,2007889.46087,1.31923519736,-2.17338332297,-3.00901239365,-3.35795274837,0.0288437581129,-0.0473743269697,0.130061838367,0.0270652682056,0.0165604419695,0.0718234445975
42,14200,19795.1623395,0,13.9920342178,16103.7239047,947499589.895,dropped_horizon_backward,1,151318059.742,19146.3155796,16712.7165141,16211.5313097,87229.3200744,519084.746273,260250.240806,470179301.423,925395677.61,2007889.46087,154901780.19,19194.4942044,16733.6540439,16217.5274487,88995.6619075,533460.433012,266104.578174,481298523.281,946787354.512,2056775.70746,1.31924409162,-2.17371006624,-3.00963531163,-3.35770519712,0.0262108627093,-0.0454883727799,0.129369874108,0.0271563682166,0.0165825999668,0.0735928649796
43,14300,21387.6949685,0,13.9981841706,16104.7528248,970520873.369,dropped_horizon_backward,1,154901780.19,19194.4942044,16733.6540439,16217.5274487,88995.6619075,533460.433012,266104.578174,481298523.281,946787354.512,2056775.70746,158796569.928,19246.7427271,16752.8131468,16222.5291928,90365.7777066,544844.127448,271505.154634,493169499.8,969791852.388,2113986.87169,1.31946380955,-2.17393202046,-3.00812821351,-3.35637507289,0.0296461329973,-0.0472174971145,0.128324985772,0.027061769043,0.0165538801061,0.0705349094653
44,14400,24195.9343024,0,13.9931573027,16106.5646505,993736966.52,dropped_horizon_backward,1,158796569.928,19246.7427271,16752.8131468,16222.5291928,90365.7777066,544844.127448,271505.154634,493169499.8,969791852.388,2113986.87169,162185924.136,19292.5997692,16774.0467727,16230.0441203,92170.3251375,561330.745684,277612.793604,504096529.39,993010658.483,2165567.80494,1.31928422302,-2.17493311925,-3.00882447389,-3.35525141261,0.0284415654513,-0.047960101098,0.130397665931,0.0270683187244,0.0166199750809,0.0719638383918
45,14500,19753.0323149,0,13.9968463975,16108.9197525,1015456400.99,dropped_horizon_backward,1,162185924.136,19292.5997692,16774.0467727,16230.0441203,92170.3251375,561330.745684,277612.793604,504096529.39,993010658.483,2165567.80494,165824755.193,19364.1583381,16796.7439523,16235.8344072,94379.156082,572728.802452,284543.032203,515281245.762,1014724553.02,2192272.18936,1.31941602346,-2.17536535227,-3.01009251073,-3.35485370416,0.0243260436165,-0.0466018075107,0.129296517157,0.0271313328382,0.0166423863734,0.0743603272273
46,14600,20979.9454073,0,13.9995665105,16110.3637006,1037441547.69,dropped_horizon_backward,1,165824755.193,19364.1583381,16796.7439523,16235.8344072,94379.156082,572728.802452,284543.032203,515281245.762,1014724553.02,2192272.18936,169657950.078,19437.674807,16806.9423597,16239.9962219,95944.5013372,583531.081774,292695.200194,526853900.229,1036688022.57,2221267.83796,1.3195131828,-2.1752439595,-3.00871642323,-3.35337458402,0.0310166067045,-0.0497610121189,0.129552010711,0.0270639252291,0.0165543893941,0.0710423141207
47,14700,21043.0338803,0,13.9970401397,16112.6389852,1060040461.76,dropped_horizon_backward,1,169657950.078,19437.674807,16806.9423597,16239.9962219,95944.5013372,583531.081774,292695.200194,526853900.229,1036688022.57,2221267.83796,173050746.76,19513.1386922,16825.3491402,16247.1376595,97913.7891082,599123.565923,299936.412194,538028122.477,1059252274.48,2294475.31204,1.31942294433,-2.1767445068,-3.00903067005,-3.3506119535,0.0283702052858,-0.0470858832937,0.13044557809,0.0270671086639,0.0165607557713,0.0720015369536
48,14800,20006.1117517,0,13.9967154273,16114.1267319,1081501597.47,dropped_horizon_backward,1,173050746.76,19513.1386922,16825.3491402,16247.1376595,97913.7891082,599123.565923,299936.412194,538028122.477,1059252274.48,2294475.31204,176661088.74,19557.7622724,16847.4520851,16253.6109825,99691.6675619,612532.624218,305356.157887,549188637.542,1080689548.43,2343150.53327,1.31941134488,-2.17694793642,-3.00960099642,-3.35051949366,0.0260273239388,-0.0450785564309,0.129888285647,0.0271618574794,0.0165899330502,0.0738197912299
49,14900,21703.2884713,0,14.001894728,16115.1018757,1104501964.32,dropped_horizon_backward,1,176661088.74,19557.7622724,16847.4520851,16253.6109825,99691.6675619,612532.624218,305356.157887,549188637.542,1080689548.43,2343150.53327,180554271.386,19612.5117814,16866.0875519,16258.5677913,101141.573185,623768.223961,311140.655303,561075997.415,1103673832.07,2397601.41998,1.31959632909,-2.17709297587,-3.00786212788,-3.34908010155,0.0299914747227,-0.047264888887,0.128558334108,0.0270695905682,0.016554007879,0.0706017909816
50,15000,23872.7150074,0,13.997582079,16116.6886708,1127721534.99,dropped_horizon_backward,1,180554271.386,19612.5117814,16866.0875519,16258.5677913,101141.573185,623768.223961,311140.655303,561075997.415,1103673832.07,2397601.41998,183942129.091,19659.9249016,16888.2121989,16266.6436596,103058.427863,641281.38374,317639.155642,572023028.147,1126895556.17,2450375.10076,1.31944230303,-2.17810499087,-3.00852672556,-3.34795566419,0.029266969526,-0.0481381518094,0.130781110433,0.0270831191858,0.0166067711666,0.0717248564303
51,15100,19520.2140813,0,14.000102422,16118.5359031,1149464576.01,dropped_horizon_backward,1,183942129.091,19659.9249016,16888.2121989,16266.6436596,103058.427863,641281.38374,317639.155642,572023028.147,1126895556.17,2450375.10076,187573315.161,19723.792013,16909.9942605,16272.3767128,104981.728459,653325.612296,324087.775672,583195743.35,1148633400.49,2475637.13664,1.31953232272,-2.17856817718,-3.00981563935,-3.34746122484,0.0256156285016,-0.0468592401418,0.130337068599,0.0271401421081,0.0166325542844,0.0738692686043
52,15200,20717.7439321,0,14.0029669553,16119.8516539,1171444261.27,dropped_horizon_backward,1,187573315.161,19723.792013,16909.9942605,16272.3767128,104981.728459,653325.612296,324087.775672,583195743.35,1148633400.49,2475637.13664,191404112.797,19792.8696172,16920.1247117,16276.8291846,106517.461188,664095.370498,331975.949796,594750302.602,1170590539.23,2503394.01942,1.31963461627,-2.17856250151,-3.00867687012,-3.34607126459,0.0313196765858,-0.0493818116152,0.130579243051,0.0270789790662,0.0165578055659,0.0712732375039
